GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0009889	P	regulation of biosynthetic process	105	1501	1881	37767	0.00052	0.099	// AT5G06650 // AT2G35700 // AT5G58080 // AT5G53200 // AT2G18550 // AT5G66320 // AT2G40620 // AT2G28200 // AT2G43410 // AT1G26590 // AT5G65590 // AT3G06490 // AT5G18450 // AT1G50420 // AT1G53320 // AT2G21320 // AT1G70920 // AT5G53430 // AT4G36740 // AT4G15900 // AT5G62470 // AT5G36740 // AT1G63210 // AT1G20910 // AT5G45600 // AT3G13810 // AT3G01530 // AT1G24190 // AT1G30330 // AT5G37020 // AT1G34650 // AT1G69180 // AT5G57520 // AT5G06250 // AT3G07650 // AT2G47460 // AT1G72570 // AT3G45610 // AT1G09540 // AT1G04370 // AT1G07640 // AT5G54630 // AT1G68200 // AT5G09460 // AT5G03790 // AT3G44350 // AT1G50640 // AT1G79430 // AT4G35700 // AT5G03415 // AT2G41900 // AT1G68360 // AT4G27240 // AT1G01250 // AT2G42830 // AT5G39230 // AT5G36670 // AT5G18230 // AT1G14685 // AT3G30530 // AT2G20100 // AT5G35550 // AT3G62670 // AT1G18710 // AT5G67060 // AT5G02460 // AT2G40260 // AT1G25470 // AT1G77840 // AT2G03340 // AT5G38800 // AT1G66470 // AT4G20400 // AT1G55110 // AT5G25160 // AT4G17710 // AT1G26610 // AT1G67890 // AT2G25820 // AT4G37180 // AT1G57560 // AT4G14410 // AT2G03500 // AT5G15310 // AT4G27950 // AT5G15480 // AT5G65230 // AT3G17100 // AT3G23130 // AT3G47500 // AT1G27360 // AT1G77200 // AT1G56650 // AT5G11590 // AT4G28800 // AT1G49560 // AT5G15030 // AT2G31070 // AT2G17180 // AT5G67180 // AT2G36490 // AT3G55370 // AT4G14770 // AT1G63650 // AT2G28810 
GO:0016137	P	glycoside metabolic process	13	1501	104	37767	0.00055	0.099	// AT1G78090 // AT2G22190 // AT4G12030 // AT1G62540 // AT5G65140 // AT4G24040 // AT1G65880 // AT1G54040 // AT1G16400 // AT1G16410 // AT3G19710 // AT1G62560 // AT4G39770 
GO:0060255	P	regulation of macromolecule metabolic process	113	1501	2060	37767	0.00059	0.099	// AT5G06650 // AT2G35700 // AT5G58080 // AT5G53200 // AT2G18550 // AT5G66320 // AT2G40620 // AT2G28200 // AT5G16450 // AT2G43410 // AT1G26590 // AT4G20910 // AT5G65590 // AT3G06490 // AT5G18450 // AT1G50420 // AT1G53320 // AT2G21320 // AT1G70920 // AT5G53430 // AT4G36740 // AT4G15900 // AT2G28290 // AT5G62470 // AT5G36740 // AT1G63210 // AT1G20910 // AT5G45600 // AT3G13810 // AT3G01530 // AT1G24190 // AT1G30330 // AT5G37020 // AT1G34650 // AT1G69180 // AT5G57520 // AT5G06250 // AT3G07650 // AT2G47460 // AT1G72570 // AT3G45610 // AT1G09540 // AT1G04370 // AT1G07640 // AT5G54630 // AT1G68200 // AT5G09460 // AT5G03790 // AT3G44350 // AT1G50640 // AT1G79430 // AT4G35700 // AT5G03415 // AT2G32790 // AT2G41900 // AT1G68360 // AT4G27240 // AT1G01250 // AT2G42830 // AT5G39230 // AT5G36670 // AT3G13226 // AT5G18230 // AT1G14685 // AT3G30530 // AT2G20100 // AT5G35550 // AT3G62670 // AT3G20740 // AT5G67060 // AT5G02460 // AT2G40260 // AT1G25470 // AT1G77840 // AT2G03340 // AT3G51910 // AT5G38800 // AT1G66470 // AT4G20400 // AT1G55110 // AT5G25160 // AT4G17710 // AT1G26610 // AT1G67890 // AT2G25820 // AT4G37180 // AT1G57560 // AT4G14410 // AT2G03500 // AT5G15310 // AT4G27950 // AT5G15480 // AT5G65230 // AT3G17100 // AT3G23130 // AT3G47500 // AT1G27360 // AT1G77200 // AT1G56650 // AT5G11590 // AT4G28800 // AT1G49560 // AT2G19930 // AT5G15030 // AT2G31070 // AT1G18710 // AT2G17180 // AT5G67180 // AT2G36490 // AT3G55370 // AT4G14770 // AT1G63650 // AT2G28810 
GO:0031326	P	regulation of cellular biosynthetic process	105	1501	1881	37767	0.00052	0.099	// AT5G06650 // AT2G35700 // AT5G58080 // AT5G53200 // AT2G18550 // AT5G66320 // AT2G40620 // AT2G28200 // AT2G43410 // AT1G26590 // AT5G65590 // AT3G06490 // AT5G18450 // AT1G50420 // AT1G53320 // AT2G21320 // AT1G70920 // AT5G53430 // AT4G36740 // AT4G15900 // AT5G62470 // AT5G36740 // AT1G63210 // AT1G20910 // AT5G45600 // AT3G13810 // AT3G01530 // AT1G24190 // AT1G30330 // AT5G37020 // AT1G34650 // AT1G69180 // AT5G57520 // AT5G06250 // AT3G07650 // AT2G47460 // AT1G72570 // AT3G45610 // AT1G09540 // AT1G04370 // AT1G07640 // AT5G54630 // AT1G68200 // AT5G09460 // AT5G03790 // AT3G44350 // AT1G50640 // AT1G79430 // AT4G35700 // AT5G03415 // AT2G41900 // AT1G68360 // AT4G27240 // AT1G01250 // AT2G42830 // AT5G39230 // AT5G36670 // AT5G18230 // AT1G14685 // AT3G30530 // AT2G20100 // AT5G35550 // AT3G62670 // AT1G18710 // AT5G67060 // AT5G02460 // AT2G40260 // AT1G25470 // AT1G77840 // AT2G03340 // AT5G38800 // AT1G66470 // AT4G20400 // AT1G55110 // AT5G25160 // AT4G17710 // AT1G26610 // AT1G67890 // AT2G25820 // AT4G37180 // AT1G57560 // AT4G14410 // AT2G03500 // AT5G15310 // AT4G27950 // AT5G15480 // AT5G65230 // AT3G17100 // AT3G23130 // AT3G47500 // AT1G27360 // AT1G77200 // AT1G56650 // AT5G11590 // AT4G28800 // AT1G49560 // AT5G15030 // AT2G31070 // AT2G17180 // AT5G67180 // AT2G36490 // AT3G55370 // AT4G14770 // AT1G63650 // AT2G28810 
GO:0016138	P	glycoside biosynthetic process	11	1501	79	37767	0.00064	0.1	// AT1G78090 // AT2G22190 // AT4G12030 // AT1G62540 // AT5G65140 // AT1G65880 // AT1G16400 // AT1G16410 // AT3G19710 // AT1G62560 // AT4G39770 
GO:0008610	P	lipid biosynthetic process	33	1501	439	37767	0.00072	0.1	// AT1G78390 // AT4G17910 // AT4G33790 // AT3G45130 // AT1G61680 // AT4G25420 // AT4G34250 // AT5G14850 // AT3G55360 // AT1G50960 // AT5G23960 // AT4G37760 // AT1G78960 // AT3G30180 // AT5G23450 // AT1G30100 // AT3G23470 // AT5G17230 // AT1G62430 // AT5G23670 // AT2G44810 // AT5G51810 // AT5G09350 // AT5G16390 // AT4G39180 // AT5G16230 // AT1G57750 // AT1G19640 // AT1G05160 // AT5G25900 // AT1G51500 // AT5G57800 // AT2G30200 
GO:0048645	P	organ formation	8	1501	44	37767	0.00075	0.1	// AT1G22920 // AT4G20910 // AT5G67060 // AT1G73590 // AT5G07280 // AT2G28290 // AT4G00220 // AT3G23130 
GO:0031323	P	regulation of cellular metabolic process	111	1501	2036	37767	0.0008	0.11	// AT5G06650 // AT2G35700 // AT5G58080 // AT5G53200 // AT2G18550 // AT5G66320 // AT2G40620 // AT2G28200 // AT5G16450 // AT2G43410 // AT1G26590 // AT5G65590 // AT3G06490 // AT5G18450 // AT1G50420 // AT1G53320 // AT2G21320 // AT1G70920 // AT5G53430 // AT4G36740 // AT4G15900 // AT5G62470 // AT5G36740 // AT1G63210 // AT1G20910 // AT5G45600 // AT3G13810 // AT3G01530 // AT1G24190 // AT1G30330 // AT5G37020 // AT1G34650 // AT1G69180 // AT5G57520 // AT5G06250 // AT5G23450 // AT3G07650 // AT1G09530 // AT2G47460 // AT1G72570 // AT3G45610 // AT1G09540 // AT1G04370 // AT1G07640 // AT5G54630 // AT1G68200 // AT5G09460 // AT5G03790 // AT3G44350 // AT1G50640 // AT1G79430 // AT4G35700 // AT5G03415 // AT2G41900 // AT1G68360 // AT4G27240 // AT1G01250 // AT2G42830 // AT5G39230 // AT2G32710 // AT5G36670 // AT3G13226 // AT5G18230 // AT1G14685 // AT3G30530 // AT2G20100 // AT5G35550 // AT3G62670 // AT1G18710 // AT5G67060 // AT5G02460 // AT2G40260 // AT1G25470 // AT1G77840 // AT2G03340 // AT3G51910 // AT5G38800 // AT1G66470 // AT4G20400 // AT1G55110 // AT5G25160 // AT4G17710 // AT1G26610 // AT1G67890 // AT2G25820 // AT4G37180 // AT1G57560 // AT4G14410 // AT2G03500 // AT5G15310 // AT4G27950 // AT5G15480 // AT5G65230 // AT3G17100 // AT3G23130 // AT3G47500 // AT1G27360 // AT1G77200 // AT1G56650 // AT5G11590 // AT4G28800 // AT1G49560 // AT5G15030 // AT2G31070 // AT2G17180 // AT5G67180 // AT2G36490 // AT3G55370 // AT4G14770 // AT1G63650 // AT2G28810 
GO:0010468	P	regulation of gene expression	109	1501	2001	37767	0.00091	0.11	// AT5G06650 // AT2G35700 // AT5G58080 // AT5G53200 // AT2G18550 // AT5G66320 // AT2G40620 // AT2G28200 // AT2G43410 // AT1G26590 // AT4G20910 // AT5G65590 // AT3G06490 // AT5G18450 // AT1G50420 // AT1G53320 // AT2G21320 // AT1G70920 // AT5G53430 // AT4G36740 // AT4G15900 // AT2G28290 // AT5G62470 // AT5G36740 // AT1G63210 // AT1G20910 // AT5G45600 // AT3G13810 // AT3G01530 // AT1G24190 // AT1G30330 // AT5G37020 // AT1G34650 // AT1G69180 // AT5G57520 // AT5G06250 // AT3G07650 // AT2G47460 // AT1G72570 // AT3G45610 // AT1G09540 // AT1G04370 // AT1G07640 // AT5G54630 // AT1G68200 // AT5G09460 // AT5G03790 // AT3G44350 // AT1G50640 // AT1G79430 // AT4G35700 // AT5G03415 // AT2G41900 // AT1G68360 // AT4G27240 // AT1G01250 // AT2G42830 // AT5G39230 // AT5G36670 // AT5G18230 // AT1G14685 // AT3G30530 // AT2G20100 // AT5G35550 // AT3G62670 // AT3G20740 // AT5G67060 // AT5G02460 // AT2G40260 // AT1G25470 // AT1G77840 // AT2G03340 // AT5G38800 // AT1G66470 // AT4G20400 // AT1G55110 // AT5G25160 // AT4G17710 // AT1G26610 // AT1G67890 // AT2G25820 // AT4G37180 // AT1G57560 // AT4G14410 // AT2G03500 // AT5G15310 // AT4G27950 // AT5G15480 // AT5G65230 // AT3G17100 // AT3G23130 // AT3G47500 // AT1G27360 // AT1G77200 // AT1G56650 // AT5G11590 // AT4G28800 // AT1G49560 // AT2G19930 // AT5G15030 // AT2G31070 // AT1G18710 // AT2G17180 // AT5G67180 // AT2G36490 // AT3G55370 // AT4G14770 // AT1G63650 // AT2G28810 
GO:0009685	P	gibberellin metabolic process	6	1501	25	37767	0.001	0.12	// AT4G25420 // AT1G50960 // AT1G05160 // AT5G25900 // AT5G51810 // AT1G30040 
GO:0016101	P	diterpenoid metabolic process	6	1501	26	37767	0.0012	0.12	// AT4G25420 // AT1G50960 // AT1G05160 // AT5G25900 // AT5G51810 // AT1G30040 
GO:0048731	P	system development	53	1501	839	37767	0.0011	0.12	// AT4G27950 // AT1G72570 // AT5G43070 // AT5G23260 // AT5G06650 // AT1G71930 // AT5G46700 // AT3G27920 // AT3G24225 // AT3G47500 // AT5G03790 // AT5G51640 // AT5G53200 // AT2G46870 // AT2G01500 // AT2G36985 // AT5G67060 // AT1G73590 // AT2G19520 // AT1G69180 // AT1G23420 // AT2G41850 // AT4G00220 // AT5G62380 // AT5G14170 // AT3G61590 // AT5G45710 // AT4G09820 // AT4G20910 // AT5G10270 // AT5G07280 // AT2G46770 // AT5G05780 // AT2G31070 // AT2G44810 // AT5G27150 // AT5G09350 // AT1G79430 // AT2G39705 // AT4G32810 // AT2G26330 // AT1G22920 // AT3G58780 // AT1G54040 // AT4G15900 // AT2G33880 // AT2G28290 // AT1G63650 // AT2G42830 // AT3G23130 // AT4G27760 // AT4G32540 // AT5G11520 
GO:0048513	P	organ development	53	1501	838	37767	0.0011	0.12	// AT4G27950 // AT1G72570 // AT5G43070 // AT5G23260 // AT5G06650 // AT1G71930 // AT5G46700 // AT3G27920 // AT3G24225 // AT3G47500 // AT5G03790 // AT5G51640 // AT5G53200 // AT2G46870 // AT2G01500 // AT2G36985 // AT5G67060 // AT1G73590 // AT2G19520 // AT1G69180 // AT1G23420 // AT2G41850 // AT4G00220 // AT5G62380 // AT5G14170 // AT3G61590 // AT5G45710 // AT4G09820 // AT4G20910 // AT5G10270 // AT5G07280 // AT2G46770 // AT5G05780 // AT2G31070 // AT2G44810 // AT5G27150 // AT5G09350 // AT1G79430 // AT2G39705 // AT4G32810 // AT2G26330 // AT1G22920 // AT3G58780 // AT1G54040 // AT4G15900 // AT2G33880 // AT2G28290 // AT1G63650 // AT2G42830 // AT3G23130 // AT4G27760 // AT4G32540 // AT5G11520 
GO:0016102	P	diterpenoid biosynthetic process	5	1501	20	37767	0.0023	0.16	// AT5G25900 // AT5G51810 // AT4G25420 // AT1G05160 // AT1G50960 
GO:0006629	P	lipid metabolic process	52	1501	841	37767	0.0019	0.16	// AT5G45960 // AT1G78390 // AT4G17910 // AT4G10060 // AT4G33790 // AT3G45130 // AT4G25420 // AT5G09350 // AT3G05970 // AT5G14850 // AT3G55360 // AT1G50960 // AT5G23960 // AT4G37760 // AT1G78960 // AT5G63170 // AT2G30310 // AT3G30180 // AT5G23450 // AT3G55940 // AT1G30100 // AT3G23470 // AT1G25450 // AT5G17230 // AT1G62430 // AT1G06100 // AT2G45970 // AT5G41890 // AT5G23670 // AT5G16390 // AT4G34250 // AT1G29660 // AT4G32810 // AT2G44810 // AT5G51810 // AT5G58860 // AT1G30040 // AT1G61680 // AT4G39180 // AT3G61680 // AT5G57800 // AT1G57750 // AT1G19640 // AT4G25860 // AT1G73610 // AT1G05160 // AT1G03000 // AT5G25900 // AT1G51500 // AT5G16230 // AT2G30200 // AT3G14820 
GO:0009686	P	gibberellin biosynthetic process	5	1501	19	37767	0.0019	0.16	// AT5G25900 // AT5G51810 // AT4G25420 // AT1G05160 // AT1G50960 
GO:0016114	P	terpenoid biosynthetic process	11	1501	94	37767	0.0023	0.16	// AT1G30100 // AT1G78390 // AT5G17230 // AT1G50960 // AT5G23960 // AT4G25420 // AT1G78960 // AT1G05160 // AT3G45130 // AT5G25900 // AT5G51810 
