GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0009698	P	phenylpropanoid metabolic process	15	1158	175	37767	0.0006	0.084	// AT5G66690 // AT1G32640 // AT5G26660 // AT5G01050 // AT5G07480 // AT1G77530 // AT5G63590 // AT5G24530 // AT4G23690 // AT2G39430 // AT1G66380 // AT1G32100 // AT3G11430 // AT4G25310 // AT3G19450 
GO:0045449	P	regulation of transcription	81	1158	1802	37767	0.00062	0.084	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT3G21270 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
GO:0009699	P	phenylpropanoid biosynthetic process	13	1158	141	37767	0.00073	0.085	// AT1G32640 // AT5G26660 // AT5G07480 // AT1G77530 // AT5G63590 // AT5G24530 // AT4G23690 // AT2G39430 // AT1G66380 // AT1G32100 // AT3G11430 // AT4G25310 // AT3G19450 
GO:0019438	P	aromatic compound biosynthetic process	18	1158	237	37767	0.00069	0.085	// AT1G32640 // AT5G26660 // AT1G32100 // AT5G07480 // AT1G77530 // AT1G02860 // AT5G63590 // AT2G30770 // AT4G39030 // AT5G24530 // AT4G23690 // AT5G60890 // AT2G39430 // AT1G66380 // AT1G53130 // AT3G11430 // AT4G25310 // AT3G19450 
GO:0019219	P	regulation of nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	82	1158	1847	37767	0.00081	0.088	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT3G21270 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G56260 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
GO:0065007	P	biological regulation	164	1158	4188	37767	0.00089	0.09	// AT3G10470 // AT2G39880 // AT3G09370 // AT5G15830 // AT5G44160 // AT5G52830 // AT2G24740 // AT4G23550 // AT4G01920 // AT4G25400 // AT4G02190 // AT3G44400 // AT5G57090 // AT2G28200 // AT2G40740 // AT3G08850 // AT5G43890 // AT1G72840 // AT4G27060 // AT3G11080 // AT4G17785 // AT1G02860 // AT1G04310 // AT4G23810 // AT4G28811 // AT5G44900 // AT1G04250 // AT3G06490 // AT4G37580 // AT1G24625 // AT4G14980 // AT3G63120 // AT3G11580 // AT5G24030 // AT2G32370 // AT4G13480 // AT4G28380 // AT2G26420 // AT1G58190 // AT4G22140 // AT4G04450 // AT5G43175 // AT1G61660 // AT5G61070 // AT5G40770 // AT4G01925 // AT1G17060 // AT1G53230 // AT1G47885 // AT4G12090 // AT5G54030 // AT2G32460 // AT3G63110 // AT1G53130 // AT2G21230 // AT5G22990 // AT5G26630 // AT5G44770 // AT5G03150 // AT5G06839 // AT1G25340 // AT4G39030 // AT3G07650 // AT4G22680 // AT5G58130 // AT5G02260 // AT3G28850 // AT4G38340 // AT2G01905 // AT1G63245 // AT5G61890 // AT1G05800 // AT4G28110 // AT2G22770 // AT5G51630 // AT2G33860 // AT2G24260 // AT1G74080 // AT3G14270 // AT2G19450 // AT5G45210 // AT5G60410 // AT1G30950 // AT5G26900 // AT5G22355 // AT1G74650 // AT3G02940 // AT1G30650 // AT1G78580 // AT1G04610 // AT4G19690 // AT1G34370 // AT1G71950 // AT3G60390 // AT2G31085 // AT3G23150 // AT2G37120 // AT4G16350 // AT5G17800 // AT5G02430 // AT1G71400 // AT2G18960 // AT5G45220 // AT2G46810 // AT1G29860 // AT1G20700 // AT3G25905 // AT1G68800 // AT1G66230 // AT4G39070 // AT5G25810 // AT3G25800 // AT2G22200 // AT5G63900 // AT1G56010 // AT3G22942 // AT5G56260 // AT5G64810 // AT1G27740 // AT4G23440 // AT1G19250 // AT2G39700 // AT5G51290 // AT2G25000 // AT5G52170 // AT5G43030 // AT2G42660 // AT1G57560 // AT2G38090 // AT4G37850 // AT1G17310 // AT3G19290 // AT4G17810 // AT3G27480 // AT2G24720 // AT1G32640 // AT2G45190 // AT3G51960 // AT4G35610 // AT2G20000 // AT5G48850 // AT3G21270 // AT4G14640 // AT5G11590 // AT5G43040 // AT2G37630 // AT1G65180 // AT1G61040 // AT1G66380 // AT5G16770 // AT1G48020 // AT1G62300 // AT1G17240 // AT2G14760 // AT3G49640 // AT4G32890 // AT5G36970 // AT5G06960 // AT4G28815 // AT3G11410 // AT3G57680 // AT2G17055 // AT5G15150 // AT5G53430 
GO:0010556	P	regulation of macromolecule biosynthetic process	81	1158	1843	37767	0.0011	0.099	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT3G21270 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
GO:0009664	P	plant-type cell wall organization	9	1158	79	37767	0.0012	0.099	// AT3G54580 // AT2G39700 // AT5G06630 // AT4G08400 // AT4G08410 // AT5G02260 // AT1G23720 // AT2G43150 // AT3G07970 
GO:0050789	P	regulation of biological process	146	1158	3697	37767	0.0013	0.099	// AT3G10470 // AT2G39880 // AT3G09370 // AT5G15830 // AT5G52830 // AT2G24740 // AT4G23550 // AT4G01920 // AT4G25400 // AT4G02190 // AT3G44400 // AT1G05800 // AT2G28200 // AT2G40740 // AT5G26900 // AT1G72840 // AT3G11080 // AT4G17785 // AT1G02860 // AT1G04310 // AT4G23810 // AT4G28811 // AT5G44900 // AT1G04250 // AT3G06490 // AT4G37580 // AT1G24625 // AT4G14980 // AT1G78580 // AT3G11580 // AT5G44160 // AT2G32370 // AT4G13480 // AT4G28380 // AT1G58190 // AT4G22140 // AT4G04450 // AT5G43175 // AT1G61660 // AT5G61070 // AT4G01925 // AT1G53230 // AT1G47885 // AT4G12090 // AT5G54030 // AT2G32460 // AT3G51960 // AT1G53130 // AT2G21230 // AT5G22990 // AT5G26630 // AT5G44770 // AT5G03150 // AT5G06839 // AT1G25340 // AT4G39030 // AT3G07650 // AT4G22680 // AT5G58130 // AT3G28850 // AT4G38340 // AT2G01905 // AT1G63245 // AT5G61890 // AT4G28110 // AT2G22770 // AT5G51630 // AT2G33860 // AT2G24260 // AT1G74080 // AT3G14270 // AT2G19450 // AT5G45210 // AT5G60410 // AT1G30950 // AT2G14760 // AT5G22355 // AT1G74650 // AT3G02940 // AT1G30650 // AT1G34370 // AT3G60390 // AT2G31085 // AT3G23150 // AT2G37120 // AT4G16350 // AT5G17800 // AT5G02430 // AT1G71400 // AT2G18960 // AT5G45220 // AT2G46810 // AT1G29860 // AT1G20700 // AT3G25905 // AT1G68800 // AT1G66230 // AT4G39070 // AT3G25800 // AT2G22200 // AT5G63900 // AT1G56010 // AT5G56260 // AT5G64810 // AT1G27740 // AT4G23440 // AT1G19250 // AT5G51290 // AT2G25000 // AT5G52170 // AT5G43030 // AT2G42660 // AT1G57560 // AT2G38090 // AT4G37850 // AT1G17310 // AT3G19290 // AT4G17810 // AT3G27480 // AT1G32640 // AT2G45190 // AT4G28815 // AT4G35610 // AT2G20000 // AT5G48850 // AT3G21270 // AT4G14640 // AT5G11590 // AT5G43040 // AT2G37630 // AT1G65180 // AT1G61040 // AT1G66380 // AT5G16770 // AT1G62300 // AT1G17240 // AT3G49640 // AT4G32890 // AT5G36970 // AT5G06960 // AT3G63120 // AT3G11410 // AT3G57680 // AT2G17055 // AT5G15150 // AT5G53430 
GO:0009889	P	regulation of biosynthetic process	82	1158	1881	37767	0.0013	0.099	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT1G53130 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT3G21270 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
GO:0006952	P	defense response	40	1158	766	37767	0.0013	0.099	// AT5G52830 // AT5G45080 // AT2G39200 // AT3G61220 // AT2G30770 // AT4G23690 // AT3G44400 // AT1G53130 // AT1G05800 // AT2G17055 // AT1G71400 // AT1G72840 // AT5G45220 // AT3G11080 // AT1G02860 // AT4G23280 // AT4G23810 // AT5G45090 // AT5G44900 // AT1G42560 // AT2G37660 // AT2G23620 // AT5G36970 // AT3G22942 // AT2G19190 // AT3G46710 // AT5G51630 // AT4G23440 // AT1G19250 // AT3G46730 // AT5G06960 // AT5G45210 // AT2G35930 // AT2G37630 // AT4G39030 // AT5G54250 // AT2G42010 // AT5G60890 // AT3G04720 // AT2G25000 
GO:0031326	P	regulation of cellular biosynthetic process	82	1158	1881	37767	0.0013	0.099	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT1G53130 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT3G21270 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
GO:0010876	P	lipid localization	5	1158	24	37767	0.0015	0.1	// AT3G18280 // AT3G21260 // AT4G12510 // AT4G12520 // AT5G07550 
GO:0051171	P	regulation of nitrogen compound metabolic process	82	1158	1888	37767	0.0015	0.1	// AT1G17310 // AT3G19290 // AT3G10470 // AT1G53230 // AT3G60390 // AT2G39880 // AT1G32640 // AT4G17810 // AT5G44160 // AT1G30650 // AT1G34370 // AT4G04450 // AT4G23550 // AT5G52830 // AT4G32890 // AT4G25400 // AT2G38090 // AT3G21270 // AT2G21230 // AT5G22990 // AT5G17800 // AT2G37120 // AT5G26630 // AT2G28200 // AT2G40740 // AT2G22770 // AT3G09370 // AT3G02940 // AT1G74650 // AT2G14760 // AT2G46810 // AT1G29860 // AT5G11590 // AT1G20700 // AT1G61040 // AT1G25340 // AT4G17785 // AT2G37630 // AT5G16770 // AT1G68800 // AT1G62300 // AT4G39070 // AT4G23810 // AT5G06839 // AT5G03150 // AT4G38340 // AT3G06490 // AT1G24625 // AT2G22200 // AT5G61890 // AT1G30950 // AT3G11580 // AT5G63900 // AT5G15830 // AT2G32370 // AT4G13480 // AT5G56260 // AT5G64810 // AT5G53430 // AT2G33860 // AT1G27740 // AT2G24260 // AT1G74080 // AT4G22140 // AT5G52170 // AT4G28811 // AT2G25000 // AT3G51960 // AT4G28815 // AT2G42660 // AT5G43175 // AT1G61660 // AT4G35610 // AT3G07650 // AT1G57560 // AT5G15150 // AT2G32460 // AT4G22680 // AT1G66230 // AT4G37850 // AT1G66380 // AT4G28110 
