GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0010158	P	abaxial cell fate specification	5	1313	8	37767	4.4e-05	0.0023	// AT5G60450 // AT1G68480 // AT4G00180 // AT2G45190 // AT1G08465 
GO:0010073	P	meristem maintenance	11	1313	68	37767	6.6e-05	0.0033	// AT4G32980 // AT5G61850 // AT2G27990 // AT3G57130 // AT2G33880 // AT4G24540 // AT1G70560 // AT2G03710 // AT4G28190 // AT1G69120 // AT5G10510 
GO:0010229	P	inflorescence development	5	1313	9	37767	6.6e-05	0.0033	// AT2G27990 // AT4G31820 // AT1G73177 // AT4G28190 // AT5G11320 
GO:0048827	P	phyllome development	23	1313	258	37767	8.9e-05	0.0043	// AT5G55540 // AT2G36400 // AT3G27920 // AT1G01030 // AT1G73177 // AT4G37740 // AT1G73590 // AT1G69780 // AT2G37630 // AT5G53290 // AT1G12980 // AT1G73360 // AT5G18410 // AT2G06200 // AT2G46870 // AT4G31820 // AT2G28350 // AT3G14370 // AT5G11320 // AT1G70560 // AT1G68480 // AT3G52910 // AT5G28640 
GO:0009887	P	organ morphogenesis	22	1313	241	37767	9.1e-05	0.0044	// AT2G45190 // AT3G27920 // AT3G23130 // AT5G10510 // AT1G73590 // AT1G59640 // AT1G69560 // AT1G69780 // AT5G17430 // AT5G63090 // AT1G70510 // AT1G12980 // AT1G73360 // AT5G18410 // AT5G55540 // AT4G37750 // AT2G27990 // AT1G26780 // AT3G02000 // AT2G37630 // AT5G57390 // AT1G68480 
GO:0010051	P	xylem and phloem pattern formation	9	1313	48	37767	0.00011	0.0053	// AT4G36260 // AT2G32010 // AT1G73590 // AT2G02560 // AT1G13290 // AT3G54720 // AT1G70560 // AT5G55540 // AT1G19850 
GO:0009653	P	anatomical structure morphogenesis	42	1313	637	37767	0.00013	0.0061	// AT2G03090 // AT2G45190 // AT3G57130 // AT1G69940 // AT3G27920 // AT3G23130 // AT3G18485 // AT1G69120 // AT5G10510 // AT5G18580 // AT4G33495 // AT1G73590 // AT3G54610 // AT3G56640 // AT1G59640 // AT1G62360 // AT1G69560 // AT5G19280 // AT1G69780 // AT5G17430 // AT5G63090 // AT1G70510 // AT1G12980 // AT1G73360 // AT2G37620 // AT5G18410 // AT5G18560 // AT5G55540 // AT1G80080 // AT3G57670 // AT1G71820 // AT4G37750 // AT2G39700 // AT2G34980 // AT2G27990 // AT1G26780 // AT3G02000 // AT2G37630 // AT1G70560 // AT5G57390 // AT3G03110 // AT1G68480 
GO:0048438	P	floral whorl development	15	1313	133	37767	0.00015	0.0067	// AT1G70510 // AT1G32240 // AT4G36260 // AT2G28350 // AT3G53020 // AT3G02000 // AT2G03710 // AT1G75520 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G59640 // AT1G68480 // AT2G46770 // AT3G07970 
GO:0019827	P	stem cell maintenance	7	1313	31	37767	0.00024	0.01	// AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G69120 
GO:0048825	P	cotyledon development	7	1313	31	37767	0.00024	0.01	// AT5G53290 // AT1G12980 // AT3G14370 // AT5G11320 // AT1G70560 // AT1G69780 // AT4G31820 
GO:0048864	P	stem cell development	7	1313	31	37767	0.00024	0.01	// AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G69120 
GO:0009909	P	regulation of flower development	15	1313	141	37767	0.00026	0.011	// AT5G13480 // AT4G34530 // AT3G06930 // AT3G03090 // AT2G45190 // AT1G68640 // AT1G26310 // AT1G26260 // AT3G54720 // AT5G11320 // AT5G10140 // AT4G31820 // AT5G60910 // AT4G28190 // AT5G10510 
GO:0048863	P	stem cell differentiation	7	1313	32	37767	0.00029	0.012	// AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G69120 
GO:0045596	P	negative regulation of cell differentiation	7	1313	34	37767	0.00039	0.016	// AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G69120 
GO:0045595	P	regulation of cell differentiation	8	1313	48	37767	0.00054	0.022	// AT5G06160 // AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G62360 // AT1G69120 
GO:0048437	P	floral organ development	15	1313	152	37767	0.00054	0.022	// AT1G70510 // AT1G32240 // AT4G36260 // AT4G32980 // AT2G28350 // AT3G02000 // AT1G62360 // AT3G57130 // AT2G46770 // AT5G64667 // AT1G59640 // AT2G03710 // AT3G23130 // AT1G68480 // AT3G07970 
GO:0065008	P	regulation of biological quality	41	1313	665	37767	0.00057	0.022	// AT2G03090 // AT1G07700 // AT3G63420 // AT3G53220 // AT1G69940 // AT3G51860 // AT3G18485 // AT5G21482 // AT5G18580 // AT4G36260 // AT2G20270 // AT1G73590 // AT5G43890 // AT5G11210 // AT3G56640 // AT3G57920 // AT2G17260 // AT2G47980 // AT1G32760 // AT1G62360 // AT1G10930 // AT1G05460 // AT2G41510 // AT3G05290 // AT2G37620 // AT5G55540 // AT3G57670 // AT1G71820 // AT4G31820 // AT5G03880 // AT2G39700 // AT2G34980 // AT3G14370 // AT4G37650 // AT2G46800 // AT5G11320 // AT1G70560 // AT3G11920 // AT3G03110 // AT5G20320 // AT4G35460 
GO:0030154	P	cell differentiation	26	1313	355	37767	0.00058	0.022	// AT5G06160 // AT2G45190 // AT3G12680 // AT1G69940 // AT3G27920 // AT1G69120 // AT4G00180 // AT3G56640 // AT1G62360 // AT1G08465 // AT1G73360 // AT2G37620 // AT5G18410 // AT3G57670 // AT1G71820 // AT3G07970 // AT5G61850 // AT4G37890 // AT2G34980 // AT2G27990 // AT4G24540 // AT2G03710 // AT5G60450 // AT1G70560 // AT3G03110 // AT1G68480 
GO:0048569	P	post-embryonic organ development	15	1313	154	37767	0.00062	0.023	// AT1G70510 // AT1G32240 // AT4G36260 // AT4G32980 // AT2G28350 // AT3G02000 // AT1G62360 // AT3G57130 // AT2G46770 // AT5G64667 // AT1G59640 // AT2G03710 // AT3G23130 // AT1G68480 // AT3G07970 
GO:0010305	P	leaf vascular tissue pattern formation	5	1313	17	37767	0.00069	0.026	// AT1G13290 // AT3G54720 // AT2G32010 // AT1G19850 // AT5G55540 
GO:0010074	P	maintenance of meristem identity	6	1313	27	37767	0.00072	0.026	// AT5G61850 // AT2G27990 // AT2G03710 // AT4G24540 // AT1G70560 // AT1G69120 
GO:0042127	P	regulation of cell proliferation	6	1313	29	37767	0.001	0.036	// AT3G50070 // AT4G37750 // AT4G33495 // AT3G57920 // AT2G33880 // AT4G32980 
GO:0009911	P	positive regulation of flower development	7	1313	45	37767	0.0017	0.06	// AT4G34530 // AT1G26260 // AT3G03090 // AT1G26310 // AT5G11320 // AT4G31820 // AT5G60910 
GO:0045165	P	cell fate commitment	7	1313	45	37767	0.0017	0.06	// AT4G00180 // AT2G45190 // AT3G12680 // AT5G60450 // AT3G27920 // AT1G08465 // AT1G68480 
GO:0065001	P	specification of axis polarity	5	1313	22	37767	0.0019	0.064	// AT2G45190 // AT1G32240 // AT2G37630 // AT1G12980 // AT3G57130 
GO:0048646	P	anatomical structure formation involved in morphogenesis	12	1313	122	37767	0.0019	0.066	// AT5G63090 // AT1G70510 // AT2G39700 // AT1G73590 // AT2G03090 // AT2G27990 // AT1G26780 // AT3G02000 // AT2G37630 // AT3G23130 // AT1G69560 // AT1G68480 
GO:0048366	P	leaf development	18	1313	233	37767	0.0022	0.075	// AT2G28350 // AT1G73360 // AT4G37740 // AT5G53290 // AT1G73590 // AT5G55540 // AT3G27920 // AT2G36400 // AT1G69780 // AT5G18410 // AT1G70560 // AT2G37630 // AT2G06200 // AT2G46870 // AT1G68480 // AT3G52910 // AT5G28640 // AT1G01030 
GO:0048468	P	cell development	16	1313	197	37767	0.0024	0.08	// AT5G61850 // AT2G34980 // AT2G27990 // AT1G73360 // AT4G24540 // AT2G03710 // AT1G69940 // AT2G37620 // AT5G18410 // AT3G56640 // AT1G70560 // AT1G62360 // AT3G57670 // AT3G03110 // AT1G71820 // AT1G69120 
GO:0000904	P	cell morphogenesis involved in differentiation	8	1313	63	37767	0.0026	0.083	// AT2G34980 // AT1G73360 // AT1G69940 // AT5G18410 // AT3G56640 // AT3G57670 // AT3G03110 // AT1G71820 
GO:0050793	P	regulation of developmental process	25	1313	377	37767	0.0026	0.083	// AT5G06160 // AT1G26260 // AT2G45190 // AT4G24540 // AT5G60910 // AT1G69120 // AT5G10510 // AT1G62360 // AT5G10140 // AT5G19280 // AT3G03090 // AT4G28190 // AT5G13480 // AT1G26310 // AT4G31820 // AT4G34530 // AT5G61850 // AT3G06930 // AT2G27990 // AT1G68640 // AT3G54720 // AT2G03710 // AT2G33880 // AT5G11320 // AT1G70560 
GO:0048467	P	gynoecium development	9	1313	78	37767	0.0026	0.083	// AT1G70510 // AT1G32240 // AT4G36260 // AT3G53020 // AT2G03710 // AT1G75520 // AT1G70560 // AT1G62360 // AT1G68480 
GO:0001708	P	cell fate specification	6	1313	36	37767	0.0026	0.084	// AT4G00180 // AT2G45190 // AT5G60450 // AT3G27920 // AT1G08465 // AT1G68480 
GO:0051239	P	regulation of multicellular organismal process	20	1313	277	37767	0.0027	0.085	// AT5G13480 // AT5G06160 // AT4G34530 // AT2G33880 // AT3G06930 // AT3G03090 // AT2G45190 // AT1G68640 // AT4G24540 // AT1G26310 // AT1G26260 // AT3G54720 // AT5G11320 // AT5G19280 // AT1G62360 // AT5G10140 // AT4G31820 // AT5G60910 // AT4G28190 // AT5G10510 
GO:0009888	P	tissue development	24	1313	359	37767	0.0028	0.087	// AT2G45190 // AT3G57130 // AT1G71930 // AT4G24540 // AT1G69120 // AT5G10510 // AT2G33880 // AT1G13290 // AT1G62360 // AT5G19280 // AT3G27920 // AT4G28190 // AT4G32980 // AT2G41510 // AT1G73360 // AT2G37620 // AT5G18410 // AT5G55540 // AT5G61850 // AT2G27990 // AT3G54720 // AT2G03710 // AT1G19850 // AT1G70560 
GO:0019953	P	sexual reproduction	9	1313	80	37767	0.003	0.092	// AT5G06160 // AT4G12620 // AT4G37750 // AT3G03340 // AT4G26330 // AT1G01370 // AT4G30930 // AT1G75920 // AT3G07970 
GO:0048609	P	reproductive process in a multicellular organism	6	1313	38	37767	0.0034	0.1	// AT5G06160 // AT4G37750 // AT5G67360 // AT2G46770 // AT4G19230 // AT3G07970 
GO:0010817	P	regulation of hormone levels	14	1313	168	37767	0.0035	0.1	// AT5G21482 // AT1G73590 // AT5G43890 // AT3G63420 // AT3G05290 // AT3G14370 // AT4G37650 // AT5G11320 // AT1G70560 // AT1G62360 // AT3G18485 // AT5G55540 // AT4G31820 // AT2G41510 
GO:0048582	P	positive regulation of post-embryonic development	7	1313	53	37767	0.0039	0.11	// AT4G34530 // AT1G26260 // AT3G03090 // AT1G26310 // AT5G11320 // AT4G31820 // AT5G60910 
GO:0032504	P	multicellular organism reproduction	6	1313	41	37767	0.0047	0.14	// AT5G06160 // AT4G37750 // AT5G67360 // AT2G46770 // AT4G19230 // AT3G07970 
GO:0046489	P	phosphoinositide biosynthetic process	5	1313	29	37767	0.0053	0.15	// AT1G12730 // AT3G57170 // AT4G17910 // AT1G68000 // AT2G34980 
GO:0010154	P	fruit development	32	1313	557	37767	0.0058	0.16	// AT2G41720 // AT5G02250 // AT2G45190 // AT3G52590 // AT5G60910 // AT5G07190 // AT4G00180 // AT3G53700 // AT5G39750 // AT5G67360 // AT3G49600 // AT1G69780 // AT1G19850 // AT5G13480 // AT5G53290 // AT5G16715 // AT1G12980 // AT3G55620 // AT2G46770 // AT1G78580 // AT4G19230 // AT5G49820 // AT3G53040 // AT4G31820 // AT2G28350 // AT4G37140 // AT3G14370 // AT2G42560 // AT2G33880 // AT5G11320 // AT1G70560 // AT4G35460 
GO:0045017	P	glycerolipid biosynthetic process	6	1313	43	37767	0.0058	0.16	// AT2G40690 // AT1G68000 // AT4G17910 // AT1G12730 // AT3G57170 // AT2G34980 
GO:0009567	P	double fertilization forming a zygote and endosperm	5	1313	30	37767	0.006	0.17	// AT1G01370 // AT4G12620 // AT4G26330 // AT3G03340 // AT4G30930 
GO:0048580	P	regulation of post-embryonic development	15	1313	200	37767	0.0064	0.17	// AT5G13480 // AT4G34530 // AT3G06930 // AT3G03090 // AT2G45190 // AT1G68640 // AT1G26310 // AT1G26260 // AT3G54720 // AT5G11320 // AT5G10140 // AT4G31820 // AT5G60910 // AT4G28190 // AT5G10510 
GO:0009566	P	fertilization	5	1313	31	37767	0.0067	0.18	// AT1G01370 // AT4G12620 // AT4G26330 // AT3G03340 // AT4G30930 
GO:0048444	P	floral organ morphogenesis	5	1313	31	37767	0.0067	0.18	// AT1G70510 // AT1G68480 // AT3G02000 // AT3G23130 // AT1G59640 
GO:0048869	P	cellular developmental process	30	1313	520	37767	0.007	0.18	// AT5G06160 // AT2G03090 // AT2G45190 // AT3G12680 // AT1G69940 // AT3G27920 // AT5G35770 // AT1G69120 // AT5G18580 // AT4G00180 // AT3G56640 // AT1G62360 // AT1G08465 // AT1G73360 // AT2G37620 // AT5G18410 // AT3G57670 // AT1G71820 // AT3G07970 // AT2G39700 // AT5G61850 // AT4G37890 // AT2G34980 // AT2G27990 // AT4G24540 // AT2G03710 // AT5G60450 // AT1G70560 // AT3G03110 // AT1G68480 
GO:0051726	P	regulation of cell cycle	11	1313	127	37767	0.007	0.18	// AT3G50070 // AT4G37630 // AT2G44740 // AT1G18040 // AT3G19150 // AT2G22490 // AT3G50410 // AT1G16330 // AT5G11300 // AT2G26760 // AT3G24810 
GO:0044262	P	cellular carbohydrate metabolic process	25	1313	417	37767	0.0085	0.22	// AT3G01260 // AT2G40690 // AT3G55810 // AT5G20830 // AT3G55650 // AT4G32120 // AT4G26390 // AT4G17770 // AT3G12780 // AT5G03690 // AT4G03070 // AT1G11730 // AT1G77810 // AT4G03050 // AT3G10370 // AT1G66970 // AT1G27680 // AT1G78580 // AT4G38970 // AT1G11755 // AT5G04360 // AT3G07970 // AT3G52990 // AT1G08660 // AT1G71340 
GO:0009846	P	pollen germination	5	1313	34	37767	0.0095	0.24	// AT2G34980 // AT1G71820 // AT3G56640 // AT4G35460 // AT3G03110 
GO:0048523	P	negative regulation of cellular process	16	1313	234	37767	0.011	0.28	// AT3G19150 // AT4G36260 // AT4G32980 // AT5G61850 // AT2G27990 // AT3G02000 // AT4G24540 // AT2G03710 // AT2G37630 // AT1G70560 // AT1G62360 // AT3G23130 // AT4G33495 // AT3G24810 // AT1G69120 // AT4G32551 
GO:0008283	P	cell proliferation	7	1313	66	37767	0.011	0.28	// AT3G50070 // AT4G37750 // AT4G33495 // AT3G57920 // AT5G28640 // AT2G33880 // AT4G32980 
GO:0046474	P	glycerophospholipid biosynthetic process	5	1313	37	37767	0.013	0.32	// AT1G12730 // AT3G57170 // AT4G17910 // AT1G68000 // AT2G34980 
GO:0051094	P	positive regulation of developmental process	7	1313	70	37767	0.015	0.37	// AT4G34530 // AT1G26260 // AT3G03090 // AT1G26310 // AT5G11320 // AT4G31820 // AT5G60910 
GO:0009798	P	axis specification	6	1313	54	37767	0.015	0.37	// AT1G32240 // AT1G12980 // AT2G45190 // AT3G57130 // AT2G37630 // AT1G19850 
GO:0044275	P	cellular carbohydrate catabolic process	10	1313	125	37767	0.016	0.39	// AT3G52990 // AT3G12780 // AT3G55810 // AT3G10370 // AT5G03690 // AT4G38970 // AT3G55650 // AT5G04360 // AT4G26390 // AT3G07970 
GO:0046164	P	alcohol catabolic process	8	1313	89	37767	0.017	0.4	// AT3G52990 // AT3G12780 // AT3G55810 // AT3G10370 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0009740	P	gibberellic acid mediated signaling pathway	5	1313	40	37767	0.017	0.4	// AT4G02780 // AT3G27920 // AT5G48170 // AT4G36260 // AT5G61850 
GO:0010476	P	gibberellin mediated signaling pathway	5	1313	40	37767	0.017	0.4	// AT4G02780 // AT3G27920 // AT5G48170 // AT4G36260 // AT5G61850 
GO:0045454	P	cell redox homeostasis	7	1313	72	37767	0.017	0.4	// AT2G20270 // AT1G07700 // AT3G53220 // AT3G11920 // AT1G32760 // AT5G03880 // AT4G35460 
GO:0042445	P	hormone metabolic process	9	1313	109	37767	0.018	0.42	// AT5G43890 // AT3G05290 // AT4G37650 // AT5G11320 // AT1G70560 // AT1G62360 // AT3G18485 // AT5G21482 // AT2G41510 
GO:0016052	P	carbohydrate catabolic process	10	1313	128	37767	0.018	0.42	// AT3G52990 // AT3G12780 // AT3G55810 // AT3G10370 // AT5G03690 // AT4G38970 // AT3G55650 // AT5G04360 // AT4G26390 // AT3G07970 
GO:0048532	P	anatomical structure arrangement	6	1313	57	37767	0.019	0.43	// AT1G73590 // AT2G45190 // AT5G19280 // AT1G62360 // AT5G55540 // AT1G69120 
GO:0070887	P	cellular response to chemical stimulus	25	1313	452	37767	0.02	0.45	// AT5G48170 // AT1G15360 // AT3G27920 // AT1G67710 // AT4G36260 // AT3G16360 // AT1G70510 // AT3G23780 // AT5G21120 // AT5G13320 // AT2G31230 // AT4G02780 // AT3G53020 // AT1G78580 // AT1G11755 // AT1G28360 // AT2G28350 // AT4G31920 // AT5G61850 // AT2G40670 // AT1G28160 // AT5G46570 // AT3G03300 // AT2G46680 // AT5G20320 
GO:0009860	P	pollen tube growth	6	1313	58	37767	0.02	0.45	// AT2G34980 // AT1G69940 // AT3G56640 // AT3G03110 // AT3G57670 // AT1G71820 
GO:0006457	P	protein folding	17	1313	275	37767	0.021	0.46	// AT5G26360 // AT5G22060 // AT2G30695 // AT2G29960 // AT2G01710 // AT1G36390 // AT3G02000 // AT1G18170 // AT4G32420 // AT1G79930 // AT4G39960 // AT1G24510 // AT1G16680 // AT5G13410 // AT3G09700 // AT3G62190 // AT3G06340 
GO:0016070	P	RNA metabolic process	74	1313	1657	37767	0.021	0.46	// AT1G12890 // AT1G08000 // AT5G52830 // AT5G50940 // AT1G06380 // AT5G02250 // AT5G26880 // AT2G31170 // AT3G23780 // AT5G18560 // AT1G15360 // AT3G19440 // AT2G03710 // AT5G15390 // AT5G52040 // AT5G10510 // AT2G18550 // AT4G31630 // AT4G18740 // AT2G39670 // AT5G39750 // AT3G19184 // AT5G06520 // AT3G17460 // AT2G31230 // AT1G15510 // AT5G62260 // AT1G69780 // AT4G17785 // AT2G47420 // AT5G17430 // AT3G63490 // AT1G66230 // AT5G13480 // AT5G53290 // AT5G16715 // AT5G04050 // AT2G03340 // AT1G12980 // AT5G49620 // AT3G09650 // AT3G03300 // AT3G16260 // AT1G73360 // AT5G62165 // AT5G08141 // AT5G57390 // AT1G01250 // AT3G53310 // AT5G60130 // AT1G28360 // AT2G44910 // AT2G35550 // AT2G28350 // AT4G34530 // AT4G37750 // AT4G22140 // AT3G11964 // AT5G17930 // AT1G28160 // AT1G74900 // AT5G52660 // AT4G34730 // AT1G13600 // AT5G60450 // AT5G38490 // AT1G07470 // AT1G30950 // AT2G46680 // AT3G18960 // AT2G42710 // AT3G02060 // AT5G20320 // AT1G67120 
GO:0009735	P	response to cytokinin stimulus	8	1313	94	37767	0.022	0.47	// AT3G16360 // AT1G70510 // AT4G31920 // AT1G12980 // AT1G69040 // AT2G40670 // AT1G71930 // AT1G67710 
GO:0032870	P	cellular response to hormone stimulus	19	1313	321	37767	0.022	0.47	// AT3G16360 // AT1G70510 // AT4G36260 // AT5G21120 // AT5G61850 // AT2G28350 // AT2G40670 // AT1G28160 // AT3G53020 // AT4G31920 // AT4G02780 // AT3G27920 // AT1G15360 // AT2G31230 // AT5G46570 // AT5G48170 // AT2G46680 // AT1G28360 // AT1G67710 
GO:0009755	P	hormone-mediated signaling pathway	19	1313	321	37767	0.022	0.47	// AT3G16360 // AT1G70510 // AT4G36260 // AT5G21120 // AT5G61850 // AT2G28350 // AT2G40670 // AT1G28160 // AT3G53020 // AT4G31920 // AT4G02780 // AT3G27920 // AT1G15360 // AT2G31230 // AT5G46570 // AT5G48170 // AT2G46680 // AT1G28360 // AT1G67710 
GO:0048466	P	androecium development	5	1313	44	37767	0.024	0.5	// AT1G68480 // AT2G46770 // AT3G02000 // AT2G03710 // AT3G07970 
GO:0030384	P	phosphoinositide metabolic process	5	1313	44	37767	0.024	0.5	// AT1G12730 // AT3G57170 // AT4G17910 // AT1G68000 // AT2G34980 
GO:0048443	P	stamen development	5	1313	44	37767	0.024	0.5	// AT1G68480 // AT2G46770 // AT3G02000 // AT2G03710 // AT3G07970 
GO:0048316	P	seed development	28	1313	530	37767	0.024	0.5	// AT2G41720 // AT5G02250 // AT3G52590 // AT5G07190 // AT3G53700 // AT5G39750 // AT5G67360 // AT3G49600 // AT1G69780 // AT1G19850 // AT5G13480 // AT5G53290 // AT5G16715 // AT1G12980 // AT3G55620 // AT2G46770 // AT1G78580 // AT4G19230 // AT5G49820 // AT3G53040 // AT4G31820 // AT4G37140 // AT3G14370 // AT2G42560 // AT2G33880 // AT5G11320 // AT1G70560 // AT4G35460 
GO:0006351	P	transcription, DNA-dependent	49	1313	1039	37767	0.024	0.5	// AT1G12890 // AT5G52830 // AT5G50940 // AT5G18560 // AT1G15360 // AT1G13600 // AT5G10510 // AT2G18550 // AT4G31630 // AT5G39750 // AT3G19184 // AT3G17460 // AT5G62260 // AT1G69780 // AT4G17785 // AT5G17430 // AT5G60130 // AT1G66230 // AT1G08000 // AT5G53290 // AT2G03340 // AT1G12980 // AT5G49620 // AT2G31230 // AT1G73360 // AT5G62165 // AT5G08141 // AT5G57390 // AT1G01250 // AT3G53310 // AT1G28360 // AT2G44910 // AT2G35550 // AT2G28350 // AT4G34530 // AT4G37750 // AT4G22140 // AT4G18740 // AT1G28160 // AT5G52660 // AT2G03710 // AT5G60450 // AT5G38490 // AT1G07470 // AT1G30950 // AT2G46680 // AT3G18960 // AT3G02060 // AT1G67120 
GO:0032774	P	RNA biosynthetic process	49	1313	1040	37767	0.025	0.5	// AT1G12890 // AT5G52830 // AT5G50940 // AT5G18560 // AT1G15360 // AT1G13600 // AT5G10510 // AT2G18550 // AT4G31630 // AT5G39750 // AT3G19184 // AT3G17460 // AT5G62260 // AT1G69780 // AT4G17785 // AT5G17430 // AT5G60130 // AT1G66230 // AT1G08000 // AT5G53290 // AT2G03340 // AT1G12980 // AT5G49620 // AT2G31230 // AT1G73360 // AT5G62165 // AT5G08141 // AT5G57390 // AT1G01250 // AT3G53310 // AT1G28360 // AT2G44910 // AT2G35550 // AT2G28350 // AT4G34530 // AT4G37750 // AT4G22140 // AT4G18740 // AT1G28160 // AT5G52660 // AT2G03710 // AT5G60450 // AT5G38490 // AT1G07470 // AT1G30950 // AT2G46680 // AT3G18960 // AT3G02060 // AT1G67120 
GO:0009719	P	response to endogenous stimulus	50	1313	1068	37767	0.026	0.52	// AT5G52830 // AT1G19830 // AT3G12560 // AT5G13320 // AT5G48170 // AT1G15360 // AT3G16500 // AT3G27920 // AT1G28290 // AT1G67710 // AT1G69040 // AT4G36260 // AT5G21120 // AT4G17260 // AT1G07640 // AT4G31920 // AT1G72430 // AT1G61120 // AT1G19850 // AT4G34760 // AT3G16360 // AT1G70510 // AT2G47750 // AT1G12980 // AT5G49620 // AT2G31230 // AT3G53020 // AT4G02780 // AT2G16580 // AT3G61460 // AT5G46570 // AT2G30810 // AT5G13220 // AT4G38970 // AT1G80080 // AT1G71930 // AT1G28360 // AT2G32020 // AT2G44910 // AT2G28350 // AT4G00880 // AT5G61850 // AT2G40670 // AT1G28160 // AT5G52660 // AT2G37630 // AT3G50410 // AT2G02560 // AT1G70560 // AT2G46680 
GO:0046486	P	glycerolipid metabolic process	6	1313	64	37767	0.03	0.6	// AT2G40690 // AT1G68000 // AT4G17910 // AT1G12730 // AT3G57170 // AT2G34980 
GO:0009725	P	response to hormone stimulus	46	1313	982	37767	0.031	0.62	// AT5G52830 // AT3G12560 // AT5G13320 // AT5G48170 // AT1G15360 // AT3G16500 // AT3G27920 // AT1G67710 // AT1G69040 // AT4G36260 // AT5G21120 // AT4G17260 // AT1G19830 // AT4G31920 // AT1G72430 // AT1G19850 // AT4G34760 // AT3G16360 // AT1G70510 // AT2G47750 // AT1G12980 // AT5G49620 // AT2G31230 // AT3G53020 // AT4G02780 // AT2G16580 // AT3G61460 // AT5G46570 // AT2G30810 // AT4G38970 // AT1G80080 // AT1G71930 // AT1G28360 // AT2G32020 // AT2G44910 // AT2G28350 // AT4G00880 // AT5G61850 // AT2G40670 // AT1G28160 // AT5G52660 // AT2G37630 // AT3G50410 // AT2G02560 // AT1G70560 // AT2G46680 
GO:0006007	P	glucose catabolic process	7	1313	83	37767	0.032	0.63	// AT3G52990 // AT3G12780 // AT3G55810 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0009736	P	cytokinin mediated signaling pathway	5	1313	48	37767	0.032	0.63	// AT2G40670 // AT1G70510 // AT1G67710 // AT4G31920 // AT3G16360 
GO:0019320	P	hexose catabolic process	7	1313	84	37767	0.034	0.64	// AT3G52990 // AT3G12780 // AT3G55810 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0046365	P	monosaccharide catabolic process	7	1313	84	37767	0.034	0.64	// AT3G52990 // AT3G12780 // AT3G55810 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0048588	P	developmental cell growth	7	1313	84	37767	0.034	0.64	// AT2G34980 // AT1G69940 // AT2G37620 // AT3G56640 // AT3G57670 // AT3G03110 // AT1G71820 
GO:0009850	P	auxin metabolic process	5	1313	50	37767	0.037	0.7	// AT3G05290 // AT5G43890 // AT5G11320 // AT1G70560 // AT3G18485 
GO:0006006	P	glucose metabolic process	7	1313	86	37767	0.037	0.7	// AT3G52990 // AT3G12780 // AT3G55810 // AT5G03690 // AT4G38970 // AT3G55650 // AT4G26390 
GO:0022622	P	root system development	15	1313	255	37767	0.04	0.75	// AT2G28350 // AT4G33495 // AT4G31920 // AT1G13290 // AT1G73590 // AT3G63420 // AT3G14370 // AT5G18560 // AT2G37620 // AT3G54720 // AT1G70560 // AT3G18485 // AT3G54610 // AT1G19850 // AT5G10510 
GO:0048364	P	root development	15	1313	255	37767	0.04	0.75	// AT2G28350 // AT4G33495 // AT4G31920 // AT1G13290 // AT1G73590 // AT3G63420 // AT3G14370 // AT5G18560 // AT2G37620 // AT3G54720 // AT1G70560 // AT3G18485 // AT3G54610 // AT1G19850 // AT5G10510 
GO:0008654	P	phospholipid biosynthetic process	7	1313	88	37767	0.041	0.75	// AT1G68000 // AT4G17910 // AT1G12730 // AT3G60620 // AT2G45150 // AT3G57170 // AT2G34980 
GO:0006839	P	mitochondrial transport	6	1313	70	37767	0.043	0.77	// AT1G74240 // AT3G10370 // AT3G05290 // AT2G37890 // AT2G22500 // AT5G64970 
GO:0009793	P	embryonic development ending in seed dormancy	24	1313	465	37767	0.043	0.78	// AT2G41720 // AT5G02250 // AT3G52590 // AT5G07190 // AT3G53700 // AT5G39750 // AT1G69780 // AT1G19850 // AT5G13480 // AT5G53290 // AT5G16715 // AT1G12980 // AT3G55620 // AT2G46770 // AT1G78580 // AT5G49820 // AT3G53040 // AT4G31820 // AT4G37140 // AT3G14370 // AT2G42560 // AT2G33880 // AT5G11320 // AT1G70560 
GO:0048519	P	negative regulation of biological process	23	1313	442	37767	0.044	0.78	// AT2G19920 // AT3G54720 // AT3G23130 // AT1G69120 // AT4G32551 // AT4G36260 // AT4G33495 // AT5G63110 // AT1G62360 // AT5G10140 // AT3G23780 // AT4G32980 // AT3G19150 // AT2G37630 // AT5G61850 // AT3G03300 // AT2G27990 // AT3G02000 // AT4G24540 // AT2G03710 // AT1G70560 // AT5G20320 // AT3G24810 
